7351:2804,3687,4679,5586,6861,8859,10652,13426,17378,39326
7356:224,924,1592,2656,31496,39071,41029,51442,64083,101181
7366:21,40,65,616,710,1353,3098,5586,12093,39326
7367:40,787,2407,2414,3376,4739,46848,47463,80299,116397
7383:3150,4063,4164,6353,8248,10652,11379,33022,35938,103728
7397:32,48,966,2452,2462,2742,2901,34020,80454,95842
7410:70,135,168,2832,2911,8261,16258,24464,29826,88116
7414:8,146,302,354,511,669,738,14573,17775
7419:347,698,885,1302,1784,2717,3512,3550,4117,5106
7429:65,500,565,827,832,24495,60391
7433:568,2660,3288,5841,6683,24510,32499,44826,59928,62986
7444:17,32,353,518,578,805,1405,2265,6327,8816
7451:4284,8810,10178,25813,39692,43400,56932,96238,102033,110782
7461:866,2566,2911,3772,3876,4247,4739,4833,15165,16667
7466:17,459,650,3423,3739,8996,18593,41640,61919,92863
7467:8,21,58,61,62,66,84,117,185,230
7488:535,986,1460,3374,17388,35886,44705,69801,82524,84196
7489:225,1633,3098,3898,8128,8859,12093,15847,78944,119153
7517:182,866,986,1046,2703,4775,16208,25892,33741,109717
7518:186,216,1342,2097,3378,11410,13849,45682
7519:226,3176,3360,6446,7382,9815,10611,12728,16621,30556
7527:931,2318,2798,3150,11379,21224,24724,26350,54284,118487
7542:6,17,245,931,1002,1744,7469,18078,51210,108358
7555:8,15,17,371,441,1072,3509,27162,92164,99734
7556:8,190,322,364,650,17929,72520,84775,101948,120046
7558:1077,1468,1551,2635,3011,4802,6049,6879,7334,39872
7563:866,4747,8333,12895,36224,99779
7572:6,17,48,76,296,500,721,2656,3409,4751
7586:22,2751,5024,6316,13112,36630,42292,51092,56020,80894
7590:378,1155,1462,4596,6601,17571,30257,42675,52247,116682
7603:40,76,361,866,947,2139,4372,6499,56004,118329
7605:81,97,138,4321,5134,5475,35814,51647,58489,69732
7607:2318,2798,2911,8750,9499,24724,38894,78481,113249,118487
7608:385,1580,3092,3996,9601,10876,18051,30203,44125,52796
7612:3416,3428,3713,5781,6160,7138,25710,27026,52911,72306
7617:866,2509,5446,6934,7867,9836,16088,25030,60819,116019
7637:8,15,22,23,58,162,182,273,294,5308
7657:1592,1913,2265,5886,9260,12443,22856,31017,35268,122312
7661:65,220,354,787,891,1730,2318,2798,24724,118487
7678:17,3148,4818,6708,6759,30710,37602,53575,62595,72250
7682:675,866,13410,13863,19284,20627,44945,45285,109772,115291
7692:3,15,61,76,84,219,289,302,612,7703
7699:76,752,782,1245,4708,6909,14686,22055,42930,74090
7707:70,435,4286,5674,6600,10894,15186,16730,66399,84624
7708:81,2500,3176,5024,25094,36630,42292,45108,51092,105614
7713:22,58,162,273,294,409,2751,13112,56020,80894
7734:70,3587,6185,6882,8725,9009,22418,50904,95985,121532
7741:
7742:21,29,65,162,190,322,616,2566,3876,7212
7743:8,21,208,407,431,576,2900,4069,6373,8837
7751:199,378,398,675,1314,2447,4741,5577,7725,26323
7760:8,32,58,65,1446,3176,5254,13660,45010,105614
7766:8,17,76,84,418,518,790,2512,6850,10442
7787:4067,13531,22317,35207,40857,47674,74096,87326,95823,106068
7813:17,199,285,616,966,2322,2822,8984,10053,13787
7818:17,70,236,301,1348,2527,6673,9056,18176,95330
7823:931,3150,5024,11379,21224,26350,36630,42292,51092,54284
7825:17,29,94,3675,4483,5342,27074,28671,58803
7833:385,669,3011,3092,4058,5305,5382,6049,16246,39872
7841:22,58,162,273,294,409,2415,3150,5993,11379
7844:8,76,210,236,301,361,518,654,830,866
7850:8,17,29,58,76,84,117,155,224,302
7863:17,84,1330,1404,2509,3299,4176,4974,22320,52365
7869:3,8,15,28,29,58,211,239,500,910
7888:17,22,40,81,199,225,254,301,361,866
7889:385,2566,2792,3092,3098,3876,5586,12093,39326,83484
7894:21,39,65,236,542,564,2566,4074,80707,84129
7903:17,875,891,1196,2407,3011,6049,7514,39872,73185
7915:17,29,84,302,354,564,626,1102,1957,6727
7921:226,2566,3321,3876,5665,6467,6710,6861,10333,120641
7945:40,225,3931,5606,5665,6467,17930,24768,78944,110287
7946:76,225,372,533,702,2224,15628,48792,89115,103733
7949:48,301,367,447,500,660,669,1730,1809,6075
7951:1152,2068,2312,2500,2686,5184,5997,11780,13416,13694
7958:2159,2436,2500,2606,3469,4665,7393,9354,13461,14931
7962:22,40,135,168,182,273,294,409,429,1400
7964:226,2509,3587,4739,5586,8725,8859,18344,39326,109215
7967:76,2513,2697,2703,3301,3931,5210,11516,17930,77547
7969:17,236,568,736,4149,4373,4917,5810,11824,52593
7975:696,1097,2589,3587,5093,5959,8725,18344,102057,109215
7976:8,17,302,322,354,518,542,654,1937,7560
7977:2693,2815,6043,6817,6960,14514,27375,30741,61499,88663
7981:2581,2693,2877,11013,11159,27012,27375,44848,73003,86777
7990:2318,2798,2881,24724,27150,45428,51725,70531,100663,118487
8002:17,1462,2379,3423,4017,4194,8283,22871,88915,89740
8008:866,3913,4917,5798,8984,9377,9476,11695,17823,47753
8009:
8023:6,8,17,84,1382,3587,8261,8725,18344,109215
8032:561,4513,9497,61133,92634
8036:
8054:
8065:19,30,40,45,62,76,81,87,103,140
8068:22,1696,2318,2751,2798,13112,24724,56020,80894,118487
8069:1050,1176,1351,1546,1614,1832,2943,7523,8103,10475
8081:94,167,224,227,302,354,508,564,650,1795
8090:3,135,219,1339,2684,3058,3148,8026,19323,34935
8097:
8103:6,8,15,17,22,698,3098,7146,12093,17378
8104:17,61,273,616,802,1462,5113,8248,34885,119489
8130:500,669,1276,2669,2881,3058,4403,8322,45428,77788
8134:
8137:168,188,193,225,398,429,440,696,882,902
8141:22,179,2318,2751,2798,13112,24724,56020,80894,118487
8144:875,891,2881,3584,29701,45428,51725,70531,100663,120890
8150:17,70,273,354,385,2660,3092,24510,42412,112573
8159:8,17,327,931,1825,2330,8680,33634,33741,34611
8161:3922,7488,11500,15747,16573,17701,47260,57163,58764,97934
8163:
8184:1803,7885,8652,17585,34313,37286,39904
8186:352,373,787,815,1468
8200:28,94,119,124,131
8206:81,1152,2068,2500,2686,3011,3251,5184,6049,39872
8217:669,877,2092,2888,4405,4462,4574,27770,49747,108318
8224:3,6,17,29,39,58,62,84,302,354
8225:22,135,168,1400,1528,2103,2751,13112,56020,80894
8227:
8229:6,8,17,29,84,245,302,2342,3233,4035
8245:66393
8263:848,2500,3130,5409,8261,9836,10150,11783,12192,14218
8264:
8270:21,3148,4067,6708,6759,30710,37602,53575,62595,72250
8276:17,96,669,749,866,888,3011,6049,16246,39872
8285:
8286:1352,2318,2798,2885,2902,3011,11202,24724,86125,118487
8287:17,29,58,61,94,103,116,339,467,568
8290:76,81,654,669,1348,2949,4149,45786,82023,115031
8310:58,96,117,162,182,262,273,294,385,3092
8314:226,385,875,891,1097,3092,4401,5740,5959,7469
8325:568,875,891,1385,3288,5841,6683,44826,59928,62986
8326:8,29,48,155,327,363,899,5510,10758,13391
8334:226,2500,3544,3772,3992,4401,8261,8859,9498,11698
8336:236,385,2885,3044,3092,3098,3132,12093,83762,86125
8343:8,62,76,84,90,101,143,154,210,354
8347:35233,43591
8352:
8368:22,2751,3438,4035,13112,27295,56020,66332,80894,112934
8380:
8396:17,94,138,295,301
8401:8,76,81,238,246,353,361,2292,3676,38904
8406:
8411:
8413:511,643,2848,2946,3522,6217,62466,67882,70886,103857
8435:226,669,866,2407,7141,7416,7867,8390,11486,108469
8449:8,698,1069,2142,2559,2940,5587,10804,16229,106482
8450:669,875,891,2687,9458,11290,14390,22945,41679,83509
8476:3150,3176,3584,5113,6600,11379,29701,84624,105614,120890
8477:11,30,32,182,187,1590,3189,13904,31141,82995
8491:22,2318,2751,2911,3098,3438,12093,13112,56020,80894
8499:21,138,273,354,861,2112,2609,3713,6046,14082
8500:17,385,3288,5841,6043,6683,30147,57865,104644,114994
8510:8,17,32,58,76,146,224,13686,95491
8513:2462,8836,10220,21562,27451,32005,39931,46994,57321,87621
8517:84,179,1382,2140,2832,3967,16258,24464,29826,88116
8530:22,58,182,220,2392,3780,4671,9435,11855,14839
8531:21,65,117,236,910,1246,1912,2500,2566,3876
8534:669,4275,7623,10778,76848,79893,117223,117558
8536:1382,2318,2798,2881,24724,45428,51725,70531,100663,118487
8537:2436,2500,3299,3587,4308,8725,18344,22320,77271,109215
8552:385,2532,2606,2792,2911,3092,3544,5707,8859,108469
8569:17,29,58,94,450,542,616,790,9458,41679
8578:
8581:3,21,1152,2068,2686,2832,16258,24464,29826,88116
8582:70,124,226,236,298,729,2272,7844,38231,53892
8600:500,2381,2532,2643,2774,2804,2902,3176,77788,87651
8603:15,17,568,1109,1163,1410,1521,12727
8635:616,875,891,2881,24162,45428,51725,54050,70531,100663
8636:17,84,190,225,361,866,2566,3876,3975,77337
8637:17,2397,2500,2573,3450,5446,5707,9044,10053,71149
8644:1136,5264,10669,10743,12469,19188,25217,30727,39042,80266
8651:1462,2379,3423,4017,4194,6075,8283,22871,88915,89740
8660:
8670:226,1633,2509,3898,4739,5586,5932,8859,11486,39326
8681:8,29,70,84,135,138,168,239,285,463
8692:17,29,76,1410,2715,2917,3501,5783,22477,31590
8711:240,1435,1525,14849,46537,55388,83388,83624,99328,111734
8717:2139,2500,2509,2792,3528,3813,4035,8261,56219,95322
8718:40,939,2656,4300,9093,14636,54978,75323,97703
8719:533,1462,2379,3423,4017,4194,8283,22871,88915,89740
8735:182,202,249,296,409
8736:3,17,162,276,3640,6298,11790,57511,60706,85597
8746:875,891,1385,2660,3288,5841,6683,44826,59928,62986
8747:22,385,2318,2751,3092,3098,12093,13112,56020,80894
8755:22,2500,2751,3176,3438,5024,13112,56020,80894,105614
8760:17,356,2500,3058,3148,13095,19323,34935,40821,86912
8765:8,135,161,168,175,220,327,388
8768:22,508,1133,2751,2951,3176,13112,56020,80894,105614
8771:3,8,17,62,101,143,154,210,322,356
8774:29,61,76,138,182,187,238,1140,5860,42931
8782:76,564,698,1344,2397,2414,2705,4558,11698,34248
8788:
8789:18,58,162,182,952,1086,2318,3176,7905,14035
8790:94,385,450,542,616,790,875,2656,3092,3409
8802:669,787,1405,2140,2966,3414,4802,7520,8859,21348
8810:
8812:2275,2832,3176,6976,15334,16258,22776,32656,105037,105614
8822:17,273,616,1462,3157,5113,18287,19176,60589,117954
8825:8,11,15,58,302,736,755,4372,7132,8009
8844:81,669,2381,2532,16246,37326,51754,87651,95889,117455
8850:76,385,2911,3092,3098,3301,4754,6861,12093,65915
8852:6,8,17,70,2635,3743,6600,34153,55522,84624
8862:45,206,302,729,2272,4117,11015,46776,53672,96010
8863:364,508,1133,2500,2951,3295,3744,3801,44255,51092
8868:1163,1272,2935,4862,5636,6257,6694,42938,72964,97178
8870:
8872:6,8,17,22,273,302,2015,2852,15438,31856
8877:15,17,61,81,116,188,219,245,285,3063
8889:76,301,354,654,719,866,899,978,1119,1884
8890:287,650,892,1382,1558,2449,2583,2911,3386,5455
8900:22,225,245,866,2751,3148,13112,56020,78944,80894
8906:3,6,8,17,48,54,58,81,327,622
8912:3713,10062,20497,25710,27026,30472,52911,53886,72306,109370
8913:17,225,669,2500,2573,2660,24933,29328,73185,78944
8915:76,422,1330,4398,5022,7380,20325,25307,36905,67775
8916:17,224,294,345,407,616,650,749,1245,1558
8920:508,2500,2680,3241,3469,5118,13408,16624,97423,109666
8924:157,197,226,361,441,2589,4308,5093,77271,102057
8931:3,39,58,76,84,236,302,542,3148,3150
8935:44,76,225,226,611,1964,2504,2579,3819,4194
8936:17,385,393,508,2500,2589,2680,3092,5093,102057
8958:6,8,15,62,273,301,327,944,1126
8984:47,53,249,270,385
9000:76,94,450,542,2368,2843,5752,22400,57991,112486
9001:3148,3176,6708,6759,30710,37602,53575,62595,72250,105614
9013:8,17,21524,26238,51197,51597,60839,96389,108469,112940
9024:8,17,40,226,245,294,2757,2911,4032,14026
9079:1609,3913,5496,10131,10503,10889,32537,33436,76605,112708
9085:21,22,65,168,385,500,616,719,785,5024
9096:58,61,182,224,225,388,706,4030,8399,19288
9098:30,32,61,10126,50524,71254,77724
9106:2635,4802,6879,7626,10629,26376,31384,36120,39087,65527
9111:1412,1987,3028,3858,6247,6559,6745,8183,42184,91055
9122:17,76,508,633,899,5169,12056,14566,83612
9128:
9135:
9141:17,190,508,564,616,7624,7920,10466,11459,100824
9152:22,385,2318,2751,2798,3092,3150,11379,24724,118487
9155:385,2318,2798,3092,3176,6467,10333,24724,105614,118487
9157:2318,2500,2798,7703,24599,24724,58304,74596,80722,118487
9158:145,2036,4019,7268,8772,36068,38542,60114,71667,122944
9159:1199,2974,4239,4947,7273,8093,25128,31727,56611,99783
9160:508,875,891,2680,2723,5349,6248,37446,71107,99118
9161:875,2647,3101,3117,32328,33376,59808,78936,115176,115866
9171:22,58,162,182,441,875,2751,13112,56020,80894
9173:8,347,348,670,1030,1745,4558,6760,6969,23624
9200:17,84,302,2374,8830,9381,18937,21344,21406,23309
9224:76,87,533,36334,72662,95813,99309,99497,101214,116716
9225:3,8,17,22,29,84,162,187,301,322
9233:33,669,1054,1094,1716,2465,6871,13077,26294,97808
9236:39,236,287,294,650,654,892,13399,26927,35935
9237:48,61,65,94,165,226,238,301,11290,83509
9238:2566,3098,3687,3876,4754,5586,8261,12093,39326,65915
9245:21,65,76,285,302,361,616,710,1353,15871
9249:81,3098,5586,7553,8261,12093,25094,39326,45108,107507
9256:
9276:669,875,891,4370,6248,34362,57086,67534,72963,104539
9288:306,571,4008,4364,11008,15436,28925,38673,52556,105688
9290:97,1764,3338,19014,28064,48895,63917,90379,103982,108961
9291:70,76,224,568,654,892,2168,3144,48749,70402
9310:17,361,687,826,1913,2265,2457,10621,40263,109926
9312:3148,4308,6708,6759,30710,37602,53575,62595,72250,77271
9313:17,3148,6708,6759,10758,30710,37602,53575,62595,72250
9331:6190,10503,10564,13136,68313,76862
9333:17,273,385,669,2509,3092,4058,7867,11015,21907
9350:22,385,2751,3058,3092,4058,13112,19323,56020,80894
9357:76,866,2703,2792,3301,4401,4558,6208,6966,99779
9359:189,482,508,564,710,782,1164,2880,2881,6453
9364:3,6,15,17,29,84,866,1119,1377,29171
9368:76,2566,3132,3301,3311,3469,11178,40263,83762,123028
9369:81,94,357,364,866,3850,66353
9371:385,875,2500,2660,3092,8471,24510,42412,52513,112573
9381:385,2318,2798,2881,24724,45428,51725,70531,100663,118487
9389:226,669,2333,2407,3544,4095,5105,6622,7416,8859
9394:2566,3148,3876,6708,6759,30710,37602,53575,62595,72250
9400:17,40,72,138,168,327,661,1069,66205,67891
9402:508,866,2573,2635,2894,2943,3656,4149,18683,95322
9420:1119,2162,3565,35627,77331,80017,96045,109668
9431:17,32,76,299,518,698,2139,10108,21285,25392
9432:415,2635,3011,4802,6049,6879,10077,22014,39872,86476
9433:76,1418,2804,3176,3301,4308,6510,8261,77271,105614
9437:81,866,3311,3544,4247,4308,5024,36630,40263,77271
9442:224,591,616,669,2500,2550,14382,16246,31741,75109
9443:669,1580,3425,9912,16246,44591,51408,53919,59164,101022
9451:287,5997,13416,13694,29108,35922,41938,69823,94233,120078
9473:22,2751,2881,13112,45428,51725,56020,70531,80894,100663
9474:1069,3351,4555,5532,6311,6421,7651,8967,9458,24649
9486:564,1549,3091,3664,7926,14026,21322,27368,45318,54553
9487:45,162,614,1589,2073
9489:
9494:39,1280,1527,3107,7266,11092,11094,15079,38375,53056
9498:5550,7025,9972,19462,39036,39077,40017,51152,64608,84646
9499:
9500:17,357,2606,4326,6499,9610,9722,36315,48892,58305
9507:15,87,223,510,1359,1490,1587,2092,2140,2640
9514:76,131,848,1180,1333,3549,7686,28774,77197,90237
9525:225,342,2786,7732,15471,23718,33284,35525,59489,83707
9528:22,106,669,1596,1957,69623,100007
9531:226,669,866,3544,4035,4739,8261,8859,10652,108469
9535:199,285,616,966,2322,2557,3205,39311,70968,72229
9538:17,40,44,70,225,436,826,1119,1155,2153
9541:2500,2520,2573,2622,2799,4558,4917,6630,18061,31681
9553:40,705,2465,2943,2949,3299,3355,16755,22320,25878
9568:3,15,17,29,45,65,357,2566,3876,11008
9570:22,463,2318,2751,4308,4726,13112,56020,77271,80894
9571:117,574,590,1205,1326,1400,1528,7585,11243,86873
9573:33,669,738,2139,11800,12791,51035,64628,82549,97808
9576:441,1164,2110,2606,2974,6345,6827,8248,21929,40190
9580:1069,1462,2379,3423,4017,4194,8283,22871,88915,89740
9590:
9593:39,40,146,236,542,2374,18937,21344,21406,23309
9606:
9612:29,48,65,238,486,518,564,1021,3098,12093
9613:17,22,224,931,3148,3176,21224,26350,54284,105614
9614:619,826,2512,3544,3964,7680,13582,19115,37972,123042
9630:
9665:285,348,986,2312,2579,2770,3176,24118,35685,105614
9666:22,1068,2751,5024,5557,8261,13112,36630,56020,80894
9668:3,58,76,162,182,273,385,669,2374,3092
9680:17,48,654,2881,8691,10774,20366,41405,93404,103865
9685:3150,6600,11178,11379,16136,26366,84624,97210,99779,123028
9693:
9694:3,661,1050,1152,1326,2068,2606,2686,5184,11780
9696:76,1254,1352,2368,3443,6153,22400,57991,88808,112486
9711:1001,3172,8093,8471,8725,9284,13962,18938,103866,109628
9722:8,17,58,114,131,302,1446,5254,13660,45010
9727:76,301,354,654,719,866,899,978,1119,1884
9742:385,398,2397,2792,2885,3092,3333,3718,6395,86125
9745:17,48,73,238,402,530,1874,2292,7101,11486
9752:866,3210,4679,4739,5113,5446,6316,8261,10652,19605
9753:94,105,124,131,138,6762
9755:669,2352,5024,17518,24933,25727,29328,36630,42292,51092
9757:46,1164,2368,4858,14903,22400,25597,33559,57991,112486
9786:32,97,225,1077,5308,10344,13658,15386,15653,78944
9808:45,58,76,645,650,701,3301,3544,3588,4326
9810:17,873,3157,5038,33345,42663,49278,80989,91089,117122
9812:1887,7024,12542,12751,20642,25931,37478,42768,48723,49043
9813:17,224,294,345,407,616,650,749,1245,1558
9818:225,2532,2547,2911,3098,3201,4665,10891,12093,78944
9820:17,168,225,1276,2669,4403,21217,34298,78944,85914
9824:18,58,135,168,952,1086,1400,3148,7905,14035
9827:39,73,81,111,193,394,875,1589,1888,2911
9831:17,32,45,81,84,103,356,568,616,861
9834:119,124,470,553,840
9837:1580,2589,3011,5024,5093,5305,6049,39872,44591,102057
9839:21,119,146,431,447,2328,3307,3855,4815,5117
9840:225,605,669,3450,4388,5798,29228,47753,81775,87880
9864:211,719,1385,1591,1803,4237,10400,65538,82030
9879:22,2318,3148,6708,6759,30710,37602,53575,62595,72250
9890:
9891:135,168,1400,1528,5586,6531,8261,15918,38537,39326
9892:669,4372,7132,7472,8009,14754,15013,31868,63216,92158
9896:3,6,17,48,58,81,229,866,2241,16217
9899:70,76,263,470,1272,1462,2379,4862,72964,111780
9900:6,17,29,70,71,90,224,347,354,361
9911:225,1208,2500,3772,12849,19785,33741,34604,36150,78944
9926:393,1981,2436,2656,3058,3409,24530,34718,35145,103066
9927:22,47,48,61,138,140,226,245,2751,3148
9929:18,616,3176,4405,14139,14148,18643,45279,46695,79271
9944:4569,10591,13755,23335,26512,34226,37241,37544,56461,119415
9945:17,84,101,203,361,364,1127,2406,7885,8737
9946:781,1546,2635,2642,3454,4802,6050,6879,69714,102224
9961:8,17,861,1272,3176,3548,4862,41674,72964,85229
9984:
10030:3,8,22,53,76,81,84,94,122,220
10040:17,138,568,3743,34153,55522,64127,100547,101017,111611
10050:
10051:17,398,533,654,735,966,5975,13839,27489,68553
10073:
10078:17,2500,2804,2911,3544,3687,4679,4818,9498,9836
10082:
10084:66,97,866,1549,3699,6673,7037,8139,41356,121703
10086:76,347,3301,3321,4679,5349,11555,14651,37446,120641
10088:
10090:
10110:2505,2881,3587,4095,45428,51725,68782,70531,98619,100663
10111:17,225,2656,3409,4751,8261,8275,8446,9354,18735
10115:866,2509,2643,3150,3450,3687,4739,11379,25030,108469
10117:22,356,2318,2751,13095,13112,40821,56020,80894,86912
10130:
10132:2500,2635,2996,3011,3655,3679,6049,23318,39872,47578
10133:2500,2512,3130,3305,3964,4679,5959,6339,6914,7326
10136:17,40,348,361,866,2139,4372,27884,56004,118329
10140:1462,2379,2462,3423,4017,4194,8283,22871,88915,89740
10148:70,81,297,866,3126,3819,7585,17527,45287
10155:721,1528,3288,3435,4103,6683,7696,11467,20448,118396
10156:661,1272,2881,4164,4862,10652,35938,56690,72964,90181
10194:
10196:3374,3498,4818,8292,12116,16286,37567,41241,54389,81642
10200:2520,3913,4149,4373,4917,7715,34010,43917,90709,91397
10210:8,119,220,245,1348,1389,2512,11178,82607
10233:3,6,8,17,29
10235:182,394,669,1410,3175,3177,5022,6441,98476,113283
10236:605,2397,2500,2581,3299,4802,6879,15040,22320,29228
10237:15,17,70,285,596,1913,2265,4344,27080,98287
10249:654,875,891,2318,2798,13399,24724,26927,35935,118487
10254:11,206,330,361,908
10267:8,61,114,239,330,485,542,965,1403,2333
10275:
10276:673,1332,2097,5538,6617,48236,106409
10279:8,17,2139,5308,12114,15653,18761,19667,26996,74861
10302:8,54,70,76,84,327,378,564,565,650
10303:385,605,2500,3092,4308,4818,5086,5446,29228,77271
10304:262,322,2292,5439,5586,8261,9836,11671,34379,39326
10306:70,149,226,1208,1758,30598,55454,92141,101087,116161
10313:385,3092,3148,6708,6759,30710,37602,53575,62595,72250
10317:
10335:225,875,891,1068,2566,3687,3876,5557,6861,78944
10339:116,3148,3438,6708,6759,30710,37602,53575,62595,72250
10342:81,529,550,669,3011,5382,6049,16246,39872,69872
10346:226,238,1730,2247,2292,2407,2465,16755,25878,41512
10359:
10364:
10366:15,58,84,116,138,188,226,236,322,364
10371:
10377:
10378:
10387:2532,2566,3876,5586,6961,11559,31944,38375,39326,53056
10388:225,375,781,2406,3453,9435,15718,30631,43570,87306
10392:62,4117,4216,5707,8206,8252,16984,53672,96010,120568
10408:81,226,866,2566,3876,4247,8261,13051,14237,15786
10420:4379,30521,44779
10427:2500,2547,2832,3130,3176,10891,16258,24464,29826,88116
10439:238,533,719,1397,2501,3311,4955,7235,15171,40263
10445:76,4665,5113,5532,6600,7332,9354,11251,84624,119472
10454:298,385,669,2885,3092,3992,8261,8471,86125,106260
10471:6,17,22,32,58,356,2318,13095,40821,86912
10478:
10479:
10480:15,135,168,1400,1528,2103,3148,3176,6708,105614
10488:76,508,866,1133,2500,2513,2606,2951,3301,10497
10502:96,131,749,848,4387,19116,22272,29282,61029,122058
10513:605,1986,13568,15560,17727,73706
10523:385,719,2501,3092,3587,7235,8725,15171,18344,109215
10543:
10554:226,2792,3687,7110,7416,7422,8859,11015,11159,108469
10563:15,3150,7178,12271,14965,18691,18953,19995,32829,35676
10564:8,29,30,32,39,58,96,224,387,698
10570:1382,2449,2757,5455,27648,31143,41085,77754,87556,120102
10573:2431,2436,2500,2581,2606,5448,8093,20309,33741,86777
10580:6,15,18,29,30,58,636,3229,3424
10636:1410,3801,7234,7422,7626,16577,44425,50774,54159,65527
10655:33,654,669,696,866,978,1054,8334,9025,97808
10691:30,2606,2643,2757,3609,3640,3825,4605,5606,5686
10693:2635,2911,3438,3996,4164,9601,10876,27295,66332,112934
10698:22,2566,2751,3148,3876,6708,6759,13112,56020,80894
10707:508,3884,4589,10627,14275,17227,20122,65864,72117,105033
10710:1145,2168,53194,81931
10726:
10747:17,302,398,650,669,6545,20207,41480,104622,121004
10758:70,2344,13364,13400,30344,37216,45050,61350,75764,99258
10770:1462,2379,2462,3423,4017,4194,8283,22871,88915,89740
10779:3801,4308,4855,7234,7626,9377,13050,13316,65527,69332
10794:947,2030,2381,3176,8880,11486,21604,53219,105614,117043
10801:17,508,1981,2680,4566,5661,8130,9894,65785,110849
10807:76,84,162,322,1272,2881,45428,51725,70531,100663
10820:81,3374,4149,8471,8667,16404,22597,52513,62866,122304
10842:
10843:1803,7020,122112
10844:
10845:21,1462,3148,6708,6759,30710,37602,53575,62595,72250
10854:120,15145,15336,16658,19785,26797,61209,68837,103703,107505
10858:
10871:1077,1097,4058,16152,26145,27085,28587,43942,63662,65189
10892:
10905:650,866,875,891,3801,5113,15310,20340,24196,115291
10908:44,87,385,518,985,2328,2740,3092,3733,45745
10913:654,2312,2583,2606,2818,3241,12379,13408,16318,97423
10920:3,6,7,8,14,58,84,94,103,205
10955:171,601,875,1964,2504,3822,3913,8694,10881,90709
10956:
10968:866,2407,2500,2792,3687,4818,11159,11170,14543,95322
10991:81,749,1276,1402,2233,5286,6759,23413,35918,80497
10999:15,32,97,270,322,327,944,2200,3304,5542
11000:
11022:
11034:17,29,94,378,565,5113,6421,9284,19704,24649
11037:3,17,21,29,40,47,61,94,138,146
11047:76,285,289,596,1302,2397,5665,5991,10013,33853
11055:1592,3676,38904,83356
11099:70,1014,9025,11521,15747,33739,54011,56358,89702,121395
11105:
11110:1968,2642,3450,4461,4667,8199,32472,42889,52729,90123
11118:3,8,15,17,29
11132:22,431,508,1099,2751,13112,46338,53057,56020,80894
11134:94,698,875,891,2881,45428,51725,53071,70531,100663
11135:205,1276,2669,4403,5705,6840,8194,17396,22570,76494
11149:5661,7469,8130,9894,15292,51210,53686,60869,65785,110849
11150:58,162,190,322,616,2435,3780,8273,10079,15040
11193:2381,2589,2757,2778,2911,3007,5093,7146,87651,102057
11211:17,29,58,84,224
11222:76,81,179,3176,3301,3438,27295,66332,105614,112934
11228:262,542,616,654,3515,14914,31702,32754,71362,109150
11240:2363,2407,2509,2606,2911,5847,6861,9476,15786,94727
11259:
11264:135,168,226,1377,2374,9492,18937,21344,21406,30782
11273:22,39,2500,2751,3150,9836,11379,13112,56020,80894
11278:3176,3299,4308,5923,6587,22320,57367,77271,105614,105894
11279:76,1173,1831,2656,3514,4207,6379,14636,18459,39566
11280:273,2509,2836,3813,3880,34009,43024,51060,52546,95322
11287:76,146,301,431,447,654,866,978,3855,5117
11332:81,866,2436,2500,4679,4818,5446,5665,10652,11486
11360:
11363:81,236,1764,4453,4846,28026,28641,33504,57662,67860
11378:17,1968,2642,3148,3450,6708,6759,8199,35947,42889
11388:33,669,1054,1094,1716,1821,2139,6871,26294,97808
11394:17,84,262,3440,4284,6847,7904,13116,25813,31054
11404:81,225,226,336,348
11414:415
11418:226,298,901,1069,1528,2881,45428,51725,70531,100663
11419:226,245,1030,3089,3098,3587,3632,8725,10526,12093
11426:62,407,826,1287,1829,3231,14149,25939,80666,102840
11427:669,1245,2894,5305,5382,9912,13833,16246,22422,69872
11428:17,394,2496,5971,12707,19137,30104,43493,50822,122023
11431:81,5446,5665,6916,9009,9498,9836,10652,11486,38532
11437:15,17,32,128,138,273,302,1589,2374,4739
11439:76,81,225,287,372,402,650,931,2635,2996
11444:8,29,32,38,41
11458:22,385,2318,2751,2798,13112,24724,56020,80894,118487
11462:3,6,8,17,4413,5663,13091,13368,13751,48767
11463:
11484:781,4231,5510,6156,7175,7622,13234,18602,20741,34225
11507:1462,2379,3423,4194,6075,7715,8283,22871,88915,89740
11510:
11511:669,866,2566,2792,3130,3640,3843,4665,29444,80660
11525:95901,96671
11529:17,58,331,866,966,13371,19243,43708,57520,81776
11535:199,285,616,966,2322,2557,3205,39311,70968,72229
11537:17,2436,2500,2581,2606,3884,4401,4739,30385,86777
11538:278,354,780,1140,2683,3522,8691,14234,20883,28913
11540:182,653,698,752,827,1205,2436,3148,6708,6759
11552:2500,2606,3299,4308,4401,4775,8184,22320,77271,77597
11554:2509,2836,3311,3676,3813,3880,4405,4599,40263,95322
11558:594,3008,5195,5232,18239,20938,30948,36862,47702,105389
11569:176,182,224,238,366
11584:17,94,168,518,564,892,911,2318,3035,3443
11586:18,385,675,866,952,1086,1335,1539,3092,7905
11603:719,984,1262,2028,3521,3789,4103,4268,19962,21758
11606:94,203,533,710,1011,1397,2368,4589,6523,12659
11614:875,891,2647,3713,3797,25710,27026,33376,59808,115176
11616:40,510,944,1874,2668,32808,69015,76737,94451,112340
